x_1,x_2,y
2.9118085367844344,60.35961272195973,0.0
3.77474553943451,344.1492842964323,0.0
2.615488283656804,178.22208680505796,0.0
2.0136937560533306,15.259471549896697,0.0
2.7576250428901363,66.19417398921588,0.0
0.9739224589660607,41.677665187431195,0.0
3.067274685752504,143.27558992210342,0.0
2.7630940810409976,35.9699059406339,0.0
2.775771503161628,29.5690792097084,0.0
2.109829946384243,76.63672137549634,0.0
3.0062627820831453,107.38296323050787,0.0
4.415774675691611,148.95788195973387,0.0
2.3143346897405888,79.24692535577103,0.0
2.888480487868737,63.01109004682518,0.0
1.5397735857014019,19.77567821908411,0.0
1.7985399287286592,84.1417289735751,0.0
2.70208907771358,55.74518237283931,0.0
3.5554578380499215,142.49950488815935,0.0
2.553711832713607,48.233397703781506,0.0
2.470140520772526,24.362720673871486,0.0
3.605656887828675,174.93243256092765,0.0
1.621086266929102,9.149728823004033,0.0
2.4690777731514877,31.14217713706671,0.0
4.528597143614875,535.5342300038318,0.0
2.9673340398852988,31.907979485078975,0.0
3.8219885202703656,90.13742445399762,0.0
1.7327726993882644,35.68206672093403,0.0
3.9679682008661765,331.5610459369837,0.0
3.9161613092509118,285.58377325814615,0.0
2.4406803761910614,43.35654946614141,0.0
1.8515345813262492,21.702948296972657,0.0
2.137837858081953,121.14752847066421,0.0
1.1434031057941314,19.52623875206433,0.0
1.1220266740641454,61.5508104591151,0.0
3.078520790681731,119.78524863530903,0.0
2.117735397263005,101.36603777588557,0.0
2.0423444577587917,18.13956869612662,0.0
2.0677472533422074,36.642477894356716,0.0
3.7087060659625877,116.56584058723365,0.0
3.1517867107173383,171.00790582385807,0.0
3.447712307921147,94.58892754194133,0.0
4.858036400187051,655.8087512117654,0.0
4.160120459847777,215.99377455073935,0.0
2.9899404644904655,354.0886990928863,0.0
4.832526287905517,270.86375508020217,0.0
2.56648956816553,60.39310013518527,0.0
3.865683966588378,84.74997409417487,0.0
2.922337704307901,150.19837884545308,0.0
0.27548186125430707,4.027855554234617,0.0
3.6279572432843703,139.04481985163306,0.0
3.8549199057690355,29.947534977104855,0.0
1.4673915178943329,29.469436545892385,0.0
2.4910497251650874,78.22199694921767,0.0
2.567866447527323,24.664881580246472,0.0
2.571811845153308,31.500513198543956,0.0
1.4070324241872125,25.687856403879824,0.0
2.373024238585853,128.5291018932511,0.0
3.219398168456589,195.04023294314246,0.0
2.0055648814872127,18.313433179006765,0.0
1.6851276082265976,80.58094528180516,0.0
2.826893201720085,166.67933001711955,0.0
3.0467057035785867,20.01877798641941,0.0
2.521402265230929,48.804107399216385,0.0
2.8406779750511224,53.0980523777504,0.0
1.9194873215393302,66.92850269379406,0.0
3.617980266659125,206.98044665091382,0.0
3.3111693438940835,122.11709918320663,0.0
3.305802785981861,159.0861747288869,0.0
2.8965581766440445,114.5803979023924,0.0
2.80424375959316,171.7799567435718,0.0
