x_1,x_2,x_3,x_4,y
1.0,0.0,0.9920474886894226,0.3257410228252411,2463097
0.0,1.0,0.47046345472335815,0.37186577916145325,645481
0.0,1.0,0.4965328276157379,0.2898526191711426,474123
0.0,1.0,0.19637690484523773,0.6946722269058228,1542136
0.0,1.0,0.22499176859855652,0.88080894947052,3705439
1.0,0.0,0.7407388687133789,0.016363414004445076,381620
1.0,0.0,0.8493072986602783,0.9314272403717041,26605294
1.0,0.0,0.11344360560178757,0.9738403558731079,7365026
0.0,1.0,0.9008703827857971,0.38759827613830566,1632181
0.0,1.0,0.24403591454029083,0.5722923874855042,990972
0.0,1.0,0.43046835064888,0.6061571836471558,1673662
0.0,1.0,0.34315454959869385,0.8852201700210571,4787728
1.0,0.0,0.8751136660575867,0.6369852423667908,7670862
0.0,1.0,0.3793884813785553,0.6275832653045654,1657646
1.0,0.0,0.9870356321334839,0.1692827194929123,1224595
0.0,1.0,0.05398131161928177,0.2408042550086975,157459
0.0,1.0,0.767717182636261,0.43496987223625183,1544482
0.0,1.0,0.5983020663261414,0.5560137033462524,1875143
1.0,0.0,0.8425752520561218,0.15671776235103607,868643
0.0,1.0,0.892839252948761,0.17191453278064728,622231
1.0,0.0,0.4526180922985077,0.9487884044647217,12991960
1.0,0.0,0.515129029750824,0.32805395126342773,958699
0.0,1.0,0.344022661447525,0.8980687260627747,5073926
0.0,1.0,0.3271910548210144,0.5516531467437744,1068097
0.0,1.0,0.15898936986923218,0.32648998498916626,284428
0.0,1.0,0.49299994111061096,0.5403618812561035,1415660
0.0,1.0,0.07673291862010956,0.3633711636066437,282022
1.0,0.0,0.756511390209198,0.8772842288017273,17422206
0.0,1.0,0.9349362254142761,0.5571058988571167,3690456
0.0,1.0,0.8465718030929565,0.9253308773040771,15632216
0.0,1.0,0.4333750009536743,0.5894619226455688,1562422
0.0,1.0,0.5855491757392883,0.8540763854980469,6780494
0.0,1.0,0.04538220539689064,0.6044318675994873,766360
0.0,1.0,0.3596916198730469,0.9330183267593384,6102092
0.0,1.0,0.056232187896966934,0.6014676094055176,774022
0.0,1.0,0.01355746854096651,0.852803111076355,2148726
0.0,1.0,0.08655955642461777,0.9991096258163452,4729192
0.0,1.0,0.0983867421746254,0.9938125610351562,4731881
0.0,1.0,0.40274083614349365,0.9064058661460876,5919687
1.0,0.0,0.8563743829727173,0.07764662802219391,631365
0.0,1.0,0.016244685277342796,0.9651577472686768,3539351
0.0,1.0,0.1269080936908722,0.4158366918563843,393484
0.0,1.0,0.9737586975097656,0.11229347437620163,562843
0.0,1.0,0.08930791169404984,0.5360720753669739,619206
0.0,1.0,0.046192195266485214,0.7551994919776917,1491043
0.0,1.0,0.11608406156301498,0.4442092180252075,435589
0.0,1.0,0.11383116990327835,0.8105619549751282,2178870
0.0,1.0,0.9968646764755249,0.6409328579902649,6036955
0.0,1.0,0.9376870393753052,0.5394948720932007,3431309
1.0,0.0,0.4394548833370209,0.8965500593185425,10061207
1.0,0.0,0.5489963889122009,0.6796431541442871,4821507
0.0,1.0,0.07440130412578583,0.7862296104431152,1808611
0.0,1.0,0.8771053552627563,0.4069395661354065,1698019
0.0,1.0,0.4713387191295624,0.15879333019256592,252942
0.0,1.0,0.7503764629364014,0.8451690077781677,9055146
1.0,0.0,0.4777234196662903,0.23493479192256927,590308
1.0,0.0,0.15158192813396454,0.10156884044408798,171392
0.0,1.0,0.368245929479599,0.6010595560073853,1440310
0.0,1.0,0.45715054869651794,0.9990440607070923,9913790
1.0,0.0,0.972582221031189,0.09038761258125305,842315
1.0,0.0,0.6271727085113525,0.8913746476173401,14305985
1.0,0.0,0.593352735042572,0.08733513951301575,388311
0.0,1.0,0.0770438015460968,0.7366971969604492,1460805
0.0,1.0,0.7781850099563599,0.21243621408939362,592734
1.0,0.0,0.0653953030705452,0.19637762010097504,218169
1.0,0.0,0.7251995801925659,0.6751713156700134,6722288
1.0,0.0,0.9794629216194153,0.9850297570228577,43703916
0.0,1.0,0.8920282125473022,0.37602299451828003,1527029
0.0,1.0,0.4901764690876007,0.07336071133613586,180040
1.0,0.0,0.759955108165741,0.3521501421928406,1741706
1.0,0.0,0.09175068140029907,0.48517557978630066,820990
1.0,0.0,0.5768807530403137,0.9094821810722351,14005531
0.0,1.0,0.45766592025756836,0.39682918787002563,702234
0.0,1.0,0.5679557919502258,0.6754040718078613,2981562
1.0,0.0,0.22238214313983917,0.26380231976509094,403808
0.0,1.0,0.5563356280326843,0.5316070318222046,1545665
1.0,0.0,0.0842541977763176,0.7953843474388123,3164061
0.0,1.0,0.9448302984237671,0.7168443202972412,7597737
0.0,1.0,0.7022483944892883,0.2706027328968048,656641
1.0,0.0,0.2734697163105011,0.6400036215782166,2334100
0.0,1.0,0.9896960854530334,0.8065467476844788,12336460
0.0,1.0,0.874650239944458,0.9580675363540649,19093530
0.0,1.0,0.018906613811850548,0.83737713098526,2025985
0.0,1.0,0.040686655789613724,0.2557215392589569,163095
0.0,1.0,0.25396928191185,0.714637279510498,1891757
0.0,1.0,0.7043433785438538,0.518503725528717,1962736
0.0,1.0,0.35757914185523987,0.13059842586517334,178294
0.0,1.0,0.2525150179862976,0.5786176323890686,1035479
0.0,1.0,0.9480363726615906,0.6616922616958618,5999800
0.0,1.0,0.7107085585594177,0.0022648365702480078,205185
0.0,1.0,0.4888455867767334,0.7903658151626587,4217938
0.0,1.0,0.3098398745059967,0.6728631854057312,1761474
0.0,1.0,0.55996173620224,0.43801915645599365,1032442
0.0,1.0,0.06620077043771744,0.5111883878707886,530292
0.0,1.0,0.8640017509460449,0.3481658697128296,1276628
0.0,1.0,0.09710773825645447,0.9811442494392395,4464350
0.0,1.0,0.546930730342865,0.3405292332172394,655212
0.0,1.0,0.8583769798278809,0.3182680606842041,1106434
0.0,1.0,0.5106550455093384,0.5154038071632385,1314304
1.0,0.0,0.9914466142654419,0.8338534235954285,23016844
1.0,0.0,0.11053232103586197,0.7112579941749573,2303283
0.0,1.0,0.9156821370124817,0.4061015248298645,1823125
1.0,0.0,0.864415168762207,0.07429568469524384,632171
1.0,0.0,0.8493345975875854,0.46749231219291687,3459801
0.0,1.0,0.4755750894546509,0.3403225243091583,566687
0.0,1.0,0.5475139617919922,0.743030846118927,3850302
0.0,1.0,0.9871537685394287,0.5143983960151672,3394672
1.0,0.0,0.16961760818958282,0.7533003687858582,3123500
0.0,1.0,0.2699960470199585,0.6426661014556885,1422465
1.0,0.0,0.3812311291694641,0.25471529364585876,530617
0.0,1.0,0.2982754111289978,0.12312295287847519,153748
0.0,1.0,0.14483311772346497,0.8300222158432007,2524231
1.0,0.0,0.3751438558101654,0.8035261034965515,5873219
1.0,0.0,0.12746785581111908,0.5762022137641907,1314286
0.0,1.0,0.5496329665184021,0.5058215856552124,1362933
0.0,1.0,0.9213435649871826,0.4455174505710602,2200300
0.0,1.0,0.842588484287262,0.7067610025405884,5928636
0.0,1.0,0.19346898794174194,0.01644577644765377,76853
1.0,0.0,0.6859022974967957,0.41163191199302673,1949226
1.0,0.0,0.15728984773159027,0.7524553537368774,3033526
0.0,1.0,0.6173452734947205,0.5727460980415344,2092001
1.0,0.0,0.03752173110842705,0.5649412870407104,1047661
0.0,1.0,0.11728338152170181,0.724384605884552,1503636
0.0,1.0,0.684762179851532,0.04098239913582802,230353
0.0,1.0,0.14900539815425873,0.4968443810939789,588242
0.0,1.0,0.6264115571975708,0.022681409493088722,189634
1.0,0.0,0.9219096302986145,0.008262254297733307,530238
1.0,0.0,0.0034756511449813843,0.854989767074585,3500538
0.0,1.0,0.8539151549339294,0.6883413195610046,5587120
0.0,1.0,0.34564492106437683,0.22727525234222412,265310
0.0,1.0,0.005028584506362677,0.32672610878944397,208365
0.0,1.0,0.49498656392097473,0.09572052210569382,200020
0.0,1.0,0.2024053931236267,0.8088709712028503,2578926
0.0,1.0,0.5583675503730774,0.06864102929830551,202663
0.0,1.0,0.011215724982321262,0.039189115166664124,59866
0.0,1.0,0.42874079942703247,0.7216343283653259,2765308
0.0,1.0,0.45616623759269714,0.5826660990715027,1585268
0.0,1.0,0.6331678032875061,0.7214392423629761,4156492
0.0,1.0,0.30229872465133667,0.780704140663147,2785331
0.0,1.0,0.5437410473823547,0.6717432737350464,2795690
0.0,1.0,0.34943103790283203,0.4752472937107086,799307
0.0,1.0,0.8177530765533447,0.30461421608924866,960578
0.0,1.0,0.7698036432266235,0.523983895778656,2290156
0.0,1.0,0.05940357595682144,0.7967643737792969,1838716
0.0,1.0,0.5837586522102356,0.8449922204017639,6487585
1.0,0.0,0.004255600739270449,0.9343608021736145,4972757
0.0,1.0,0.07680618017911911,0.8607398271560669,2525706
0.0,1.0,0.5530408620834351,0.43985944986343384,1026143
0.0,1.0,0.8636362552642822,0.6748993992805481,5371107
0.0,1.0,0.9601988792419434,0.8425664901733398,13631324
0.0,1.0,0.16261442005634308,0.8382782340049744,2715281
0.0,1.0,0.2131492793560028,0.2049502581357956,184750
1.0,0.0,0.5370184183120728,0.5538880825042725,2705850
0.0,1.0,0.7938611507415771,0.7247768640518188,5820532
0.0,1.0,0.06258536875247955,0.9843844771385193,4224528
0.0,1.0,0.569644033908844,0.34723350405693054,705222
1.0,0.0,0.9346195459365845,0.6474958658218384,9054216
0.0,1.0,0.23546768724918365,0.021945862099528313,86263
0.0,1.0,0.5076045989990234,0.0976809710264206,207956
0.0,1.0,0.5209116339683533,0.8257156014442444,5253664
0.0,1.0,0.6844863295555115,0.3215015232563019,792611
0.0,1.0,0.8117612600326538,0.05443272367119789,316765
0.0,1.0,0.6662036776542664,0.27788957953453064,630343
1.0,0.0,0.932547926902771,0.3039635717868805,1989119
0.0,1.0,0.805630087852478,0.005531018134206533,251035
1.0,0.0,0.20909856259822845,0.6465110778808594,2111513
0.0,1.0,0.6552196145057678,0.16305440664291382,373703
0.0,1.0,0.38555073738098145,0.4717402756214142,844177
0.0,1.0,0.6326028108596802,0.10244661569595337,272692
0.0,1.0,0.6010131239891052,0.04433080181479454,198204
0.0,1.0,0.6634613871574402,0.20843997597694397,462018
1.0,0.0,0.330110639333725,0.6115220785140991,2304952
0.0,1.0,0.29219168424606323,0.7090640068054199,1989627
0.0,1.0,0.852276623249054,0.9760411381721497,19756512
0.0,1.0,0.05252214893698692,0.8634202480316162,2429824
1.0,0.0,0.35331934690475464,0.7970736026763916,5464159
0.0,1.0,0.23986230790615082,0.4275517165660858,519627
0.0,1.0,0.8109297752380371,0.963831901550293,17243060
0.0,1.0,0.5932984352111816,0.8439701199531555,6579697
1.0,0.0,0.23435913026332855,0.9441564679145813,8221676
1.0,0.0,0.814475953578949,0.4434322714805603,2895479
0.0,1.0,0.7538357377052307,0.1865987479686737,503893
1.0,0.0,0.2567612826824188,0.09525815397500992,205136
0.0,1.0,0.5785842537879944,0.23925264179706573,446748
0.0,1.0,0.020789118483662605,0.06257383525371552,66945
0.0,1.0,0.5575993657112122,0.9300305843353271,8950441
0.0,1.0,0.8731311559677124,0.2622202932834625,890377
1.0,0.0,0.741321861743927,0.9337491393089294,21659464
0.0,1.0,0.13319629430770874,0.9091006517410278,3490691
0.0,1.0,0.5113122463226318,0.5002738833427429,1231975
0.0,1.0,0.9841952323913574,0.7369040250778198,8979280
0.0,1.0,0.41631820797920227,0.47617149353027344,915755
1.0,0.0,0.5235877633094788,0.2996048927307129,859972
0.0,1.0,0.5024986267089844,0.9743548631668091,9743642
0.0,1.0,0.026177721098065376,0.47046199440956116,408905
1.0,0.0,0.34324222803115845,0.34555596113204956,734318
0.0,1.0,0.9832255244255066,0.7475324273109436,9396379
0.0,1.0,0.8203229308128357,0.07465430349111557,349761
0.0,1.0,0.4013790786266327,0.7866485118865967,3484015
0.0,1.0,0.1188964769244194,0.11007915437221527,100309
0.0,1.0,0.0870898962020874,0.6773276329040527,1149154
1.0,0.0,0.45798322558403015,0.7298725843429565,5011631
0.0,1.0,0.5946420431137085,0.2698361575603485,528086
0.0,1.0,0.43351805210113525,0.9493165016174316,7606455
0.0,1.0,0.21827778220176697,0.29235532879829407,274535
0.0,1.0,0.09137088060379028,0.81533282995224,2125500
0.0,1.0,0.3114815056324005,0.1126156821846962,149682
0.0,1.0,0.5030530095100403,0.9355478882789612,8225094
1.0,0.0,0.8790010213851929,0.6808760166168213,9370877
1.0,0.0,0.2505932152271271,0.2464553564786911,394871
0.0,1.0,0.5457203984260559,0.7144973874092102,3382052
0.0,1.0,0.23090587556362152,0.2344294935464859,218074
0.0,1.0,0.7235035300254822,0.7650899887084961,6037766
1.0,0.0,0.32611772418022156,0.06185831129550934,204894
1.0,0.0,0.9516239166259766,0.028450679033994675,614919
0.0,1.0,0.7692469954490662,0.9849874973297119,17412946
1.0,0.0,0.2864826023578644,0.09152720123529434,214480
0.0,1.0,0.47768858075141907,0.6912959218025208,2670599
