t,x_1,x_2,y
0.0,-1.548318994839397,-2.762987442491503,0
0.0,-3.958869672878324,-0.6127804990012133,0
0.0,-2.2763746449520186,0.614933589552042,0
0.0,0.5562872920924566,-3.9314063989306316,0
0.0,-1.4910003070668094,-2.1592966622132166,0
0.0,0.5886968414775415,1.0766642474040236,0
0.0,-2.4925776435312397,-1.0263393592255565,0
0.0,-0.9313968912741084,-3.6666608389298254,0
0.0,-0.7617162620368296,-4.177700017095456,0
0.0,-1.0268763254110174,-0.21371840654269625,0
0.0,-2.169114301222876,-1.5832468567677043,0
0.0,-3.777054530885657,-4.234206737473565,0
0.0,-1.2472187366851484,-0.632611725434781,0
0.0,-1.566522911008581,-2.6005407743440827,0
0.0,0.7550310153630493,-2.1355076729894473,0
0.0,-0.825173692080255,0.7776299974335528,0
0.0,-1.2805267483933904,-2.4440878019067673,0
0.0,-2.9395188703039836,-2.2354432708269174,0
0.0,-1.009153548126984,-2.435176722919683,0
0.0,-0.299448681579924,-3.9034651612742683,0
0.0,-3.1758440091794164,-1.8561098398707576,0
0.0,1.393306100291817,-4.2225739730104985,0
0.0,-0.5257618943532427,-3.299490303074218,0
0.0,-5.066188363792302,-1.3761941647901232,0
0.0,-1.0095485462623912,-4.460458363793857,0
0.0,-2.762249874859762,-4.010181292406529,0
0.0,0.02993377407286868,-1.1625793948810619,0
0.0,-4.103259719744097,-1.1773541977016833,0
0.0,-3.9170926455563277,-1.4161050790768916,0
0.0,-0.8058199746576302,-2.4194080047820385,0
0.0,0.38029949425503684,-2.671371981686565,0
0.0,-1.4767699047967497,0.8393779361160125,0
0.0,1.1337508290522602,-1.1956952668340062,0
0.0,0.0906039087061048,1.668934765824638,0
0.0,-2.337203433190755,-1.4925153172803287,0
0.0,-1.293111818795523,0.45194585745208204,0
0.0,0.3696919781386532,-3.5780808023009825,0
0.0,-0.30478212331443344,-1.9180378385415553,0
0.0,-2.8954183291003317,-3.102882260278686,0
0.0,-2.7346350079097808,-0.7999384466545851,0
0.0,-2.4603665740611853,-2.9753179450485714,0
0.0,-5.5587650742914025,-1.6868748468745691,0
0.0,-3.8843864986842687,-2.697788284133745,0
0.0,-3.2586412312240736,1.3793331457665805,0
0.0,-4.716487855442795,-3.790357386181382,0
0.0,-1.2291292538865495,-1.915773574854921,0
0.0,-2.7456457013069198,-4.268174901477714,0
0.0,-2.4020787164471584,-0.5557337154111825,0
0.0,3.3987199577820295,-2.9363119366037957,0
0.0,-2.98391861567094,-2.4731456852706843,0
0.0,-1.7725879595325518,-6.789910784383452,0
0.0,0.45273334800071163,-0.9811049579240716,0
0.0,-1.3987730049862863,-1.0973601547153613,0
0.0,-0.4013372551554779,-4.112650644533957,0
0.0,-0.6314672480319741,-3.5231123361977836,0
0.0,0.6357628007691236,-1.1696574107109718,0
0.0,-1.749269022064744,0.40816957951854205,0
0.0,-2.9189727607227844,-0.6434537399247071,0
0.0,0.3949116881859913,-3.4646234935811053,0
0.0,-0.6801414398916794,0.9495153576090547,0
0.0,-2.410105890025225,-0.06691515020507355,0
0.0,-0.6514286266124714,-5.79679476289467,0
0.0,-0.9901309357711432,-2.3272219162148633,0
0.0,-1.3637932998051387,-2.9027293793251894,0
0.0,-0.7252496433038598,-0.0792629818356907,0
0.0,-3.3429988907245534,-1.474231572955102,0
0.0,-2.570443830108114,-2.0151597208770102,0
0.0,-2.8103229506092795,-1.3542085661939465,0
0.0,-2.127610337833171,-1.1556154108020864,0
0.0,-2.41704315949156,0.06239829192002011,0
0.0,-0.22701379080433903,-0.16654570311489736,0
0.0,-1.579944827720743,-2.4756714297005473,0
0.0,-2.8960300715473033,0.21627794188384453,0
0.0,-0.8911163064412337,-1.2482787900836778,0
0.0,-3.913101578065744,-5.586357000988045,0
0.0,-0.9509583025901613,-0.803337730024076,0
0.0,-1.395930668119132,0.5662080188578624,0
0.0,-2.3946016650478077,-3.7492504622347265,0
0.0,-0.7464849581639079,-2.472975454409642,0
0.0,-2.582610184531825,-3.05009110568779,0
0.0,-4.441922993755643,-2.797005455103583,0
0.0,-2.963262172929599,-0.2965733241195332,0
0.0,-0.8970449871924009,-1.5240082059877749,0
0.0,-1.9231557664556633,-2.5206014527735165,0
0.0,-3.8608069497979693,-2.640458548280978,0
0.0,-1.1690784983260216,1.1937608331976501,0
